"6248964292","3","westseattle"
"6248964292","4","sunk"
"6248964292","5","bulkhead"
"6248964292","6","beachdrive"
"6248964292","7","waterfrontconstruction"
"8231445014","0","film"
"8231445014","1","150"
"8231445014","2","rodinal"
"8231445014","3","25mm"
"8231445014","4","voigtlanderbessal"
"8231445014","5","autaut"
"8231445014","6","rodinal15013min"
"8231445014","7","aristapremium400"
"8231445014","8","voigtlandersnapshotscopar25mm4f"
"4448563343","0","seattle"
"4448563343","1","canon"
"4448563343","2","capitolhill"
"4448563343","3","canoneosrebelt1i"
"8231453852","0","bridge"
"8231453852","1","night"
"8231453852","2","i5"
"4448556797","0","seattle"
"4448556797","1","wa"
"4448556797","2","hdr"
"4448556797","3","fishermensterminal"
"4448556797","4","project365"
"6248526687","0","johnslens"
"6248526687","1","hipstamatic"
"6248526687","2","pistilfilm"
"4737327952","0","house"
"4737327952","1","home"
"4737327952","2","girlfriend"
"4737327952","3","purplehouse"
"4737327952","4","amandaherges"
"6248529133","0","square"
"6248529133","1","toaster"
"6248529133","2","squareformat"
"6248529133","3","iphoneography"
"6248529133","4","instagramapp"
"6248529133","5","uploaded:by=instagram"
"4737325986","0","cameraphone"
"4737325986","1","rug"
"4737325986","2","zhouse"
"4737325750","0","bridge"
"4737325750","1","rain"
"4737325750","2","highway"
"4737325750","3","roadtrip"
"4737325750","4","rainy"
"4737325750","5","journey"
"4737325750","6","freeway"
"4737325750","7","i90"
"4736690211","0","architecture"
"4736690211","1","buildings"
"4736690211","2","highway"
"4736690211","3","roadtrip"
"4736690211","4","journey"
"4736690211","5","freeway"
"4737324452","0","pets"
"4737324452","1","dogs"
"4737324452","2","yorkie"
"4737324452","3","animals"
"4737324452","4","girlfriend"
"4737324452","5","yorkshire"
"4737324452","6","westie"
"4737324452","7","chloe"
"4737324452","8","roadtrip"
"4737324452","9","terrier"
"4737324452","10","journey"
"4737324452","11","westhighland"
"4737324452","12","fourche"
"4737324452","13","amandaherges"
"4449391928","0","seattlecenter"
"4449391928","1","rebcsea"
"4449392058","0","seattlecenter"
"4449392058","1","rebcsea"
"4449393370","0","seattlecenter"
"4449393370","1","rebcsea"
"4736655967","0","seattle"
"4736655967","1","artopia"
"4736656355","0","seattle"
"4736656355","1","artopia"
"4449393542","0","seattlecenter"
"4449393542","1","rebcsea"
"4448613287","0","seattlecenter"
"4448613287","1","rebcsea"
"4448614655","0","seattlecenter"
"4448614655","1","rebcsea"
"4449393196","0","seattlecenter"
"4449393196","1","rebcsea"
"4448613759","0","seattlecenter"
"4448613759","1","rebcsea"
"4448614273","0","seattlecenter"
"4448614273","1","rebcsea"
"4737292322","0","seattle"
"4737292322","1","artopia"
"4448615469","0","seattlecenter"
"4448615469","1","rebcsea"
"4449391784","0","seattlecenter"
"4449391784","1","rebcsea"
"4449391238","0","seattlecenter"
"4449391238","1","rebcsea"
"4448615555","0","seattlecenter"
"4448615555","1","rebcsea"
"4448616335","0","seattlecenter"
"4448616335","1","rebcsea"
"4449390500","0","seattlecenter"
"4449390500","1","rebcsea"
"4449393104","0","seattlecenter"
"4449393104","1","rebcsea"
"4448614187","0","seattlecenter"
"4448614187","1","rebcsea"
"4736659219","0","seattle"
"4736659219","1","artopia"
"4448601863","0","seattle"
"4448601863","1","canon"
"4448601863","2","capitolhill"
"4448601863","3","canoneosrebelt1i"
"4448614475","0","seattlecenter"
"4448614475","1","rebcsea"
"4449390790","0","seattlecenter"
"4449390790","1","rebcsea"
"4449392670","0","seattlecenter"
"4449392670","1","rebcsea"
"4449392338","0","seattlecenter"
"4449392338","1","rebcsea"
"4448616505","0","seattlecenter"
"4448616505","1","rebcsea"
"4448616091","0","seattlecenter"
"4448616091","1","rebcsea"
"4736659987","0","seattle"
"4736659987","1","artopia"
"4448614045","0","seattlecenter"
"4448614045","1","rebcsea"
"4449390872","0","seattlecenter"
"4449390872","1","rebcsea"
"4448616013","0","seattlecenter"
"4448616013","1","rebcsea"
"4448615683","0","seattlecenter"
"4448615683","1","rebcsea"
"4448614719","0","seattlecenter"
"4448614719","1","rebcsea"
"4448615833","0","seattlecenter"
"4448615833","1","rebcsea"
"4448614109","0","seattlecenter"
"4448614109","1","rebcsea"
"4448613567","0","seattlecenter"
"4448613567","1","rebcsea"
"4448615905","0","seattlecenter"
"4448615905","1","rebcsea"
"4448613373","0","seattlecenter"
"4448613373","1","rebcsea"
"4737292300","0","seattle"
"4737292300","1","artopia"
"4736657683","0","seattle"
"4736657683","1","artopia"
"4737294486","0","seattle"
"4737294486","1","artopia"
"4449392228","0","seattlecenter"
"4449392228","1","rebcsea"
"4449392532","0","seattlecenter"
"4449392532","1","rebcsea"
"4449391464","0","seattlecenter"
"4449391464","1","rebcsea"
"4448613651","0","seattlecenter"
"4448613651","1","rebcsea"
"4449391972","0","seattlecenter"
"4449391972","1","rebcsea"
"4449391338","0","seattlecenter"
"4449391338","1","rebcsea"
"4449391706","0","seattlecenter"
"4449391706","1","rebcsea"
"4449391854","0","seattlecenter"
"4449391854","1","rebcsea"
"4736658057","0","seattle"
"4736658057","1","artopia"
"4737292994","0","seattle"
"4737292994","1","artopia"
"4729191951","0","seattle"
"4729191951","1","mural"
"4729191951","2","publicart"
"4729191951","3","619"
"4729191951","4","washingtonstate"
"4729191951","5","sodo"
"4729191951","6","industrialdistrict"
"4736830553","0","beer"
"4736830553","1","maritimepacific"
"4736830553","2","beerneon"
"4736830553","3","maritimepacificale"
"4729840844","0","seattle"
"4729840844","1","graffiti"
"4729840844","2","mural"
"4729840844","3","publicart"
"4729840844","4","washingtonstate"
"4729840844","5","sodo"
"4729840844","6","industrialdistrict"
"4729840844","7","catinpartyhat"
"8231608696","0","square"
"8231608696","1","squareformat"
"8231608696","2","iphoneography"
"8231608696","3","instagramapp"
"8231608696","4","xproii"
"8231608696","5","uploaded:by=instagram"
"8231608696","6","foursquare:venue=42f54f00f964a520cb261fe3"
"8231611088","0","square"
"8231611088","1","squareformat"
"8231611088","2","iphoneography"
"8231611088","3","instagramapp"
"8231611088","4","uploaded:by=instagram"
"8231611088","5","foursquare:venue=40b13b00f964a52097f61ee3"
"4729836226","0","seattle"
"4729836226","1","mural"
"4729836226","2","publicart"
"4729836226","3","washingtonstate"
"4729836226","4","sodo"
"4729836226","5","industrialdistrict"
"4448685869","0","cameraphone"
"4448685869","1","iphone"
"4449550868","0","seattle"
"4449550868","1","cards"
"4449550868","2","washington"
"4449550868","3","ace"
"4449550868","4","rad"
"4449550868","5","fresh"
"4449550868","6","tyler"
"4449550868","7","peter"
"4449550868","8","sakura"
"4449550868","9","mad"
"4449550868","10","esspresso"
"4449550868","11","buildstrong"
"4449558524","0","work"
"4449558524","1","painting"
"4449558524","2","boat"
"4449550680","0","highlands"
"4449550680","1","biking"
"4448772735","0","highlands"
"4448772735","1","biking"
"4448775137","0","highlands"
"4448775137","1","biking"
"4449546486","0","highlands"
"4449546486","1","biking"
"4449545084","0","highlands"
"4449545084","1","biking"
"4449543286","0","highlands"
"4449543286","1","biking"
"4448765103","0","highlands"
"4448765103","1","biking"
"4449547182","0","highlands"
"4449547182","1","biking"
"5644398029","0","cameraphone"
"5644398029","1","jadeplant"
"5644398029","2","datura"
"5644398029","3","seedling"
"4448761811","0","cellphone"
"4448761811","1","iphone"
"4448761811","2","cellphonephotography"
"4448761811","3","iphonephotography"
"4448761811","4","hipstamatic"
"4448761811","5","kaimalmarkiilens"
"4448761811","6","alfredinfraredfilm"
"4448734367","0","iphone"
"8230581683","0","square"
"8230581683","1","squareformat"
"8230581683","2","iphoneography"
"8230581683","3","instagramapp"
"8230581683","4","uploaded:by=instagram"
"8230581683","5","foursquare:venue=4b1046b3f964a520d76c23e3"
"4737589596","0","seattle"
"4737589596","1","reflection"
"4737589596","2","sign"
"4737589596","3","washington"
"4737589596","4","neon"
"4737589596","5","georgetown"
"4737589596","6","365"
"4737589596","7","recordstore"
"4737589596","8","artopia"
"4737589596","9","georgetownrecords"
"4737589596","10","artopia2010"
"4736951793","0","seattle"
"4736951793","1","washington"
"4736951793","2","map"
"4736951793","3","band"
"4736951793","4","georgetown"
"4736951793","5","artopia"
"4736951793","6","artopia2010"
"4737588298","0","seattle"
"4737588298","1","washington"
"4737588298","2","market"
"4737588298","3","georgetown"
"4737588298","4","lunchboxes"
"4737588298","5","lunchbox"
"4737588298","6","fleamarket"
"4737588298","7","artopia"
"4737588298","8","artopia2010"
"4736953031","0","seattle"
"4736953031","1","beer"
"4736953031","2","metal"
"4736953031","3","washington"
"4736953031","4","georgetown"
"4736953031","5","trophy"
"4736953031","6","artopia"
"4736953031","7","artopia2010"
"6249165656","0","seattle"
"6249165656","1","skyline"
"6249165656","2","washington"
"6249165656","3","downtown"
"6249165656","4","flickr365"
"4737584010","0","morning"
"4737584010","1","snow"
"4737584010","2","mountains"
"4737584010","3","sunrise"
"4737584010","4","dawn"
"4737584010","5","early"
"4737584010","6","view"
"4737584010","7","stunning"
"4737584010","8","kirkland"
"4737584010","9","cascade"
"4737587622","0","seattle"
"4737587622","1","art"
"4737587622","2","chicken"
"4737587622","3","washington"
"4737587622","4","costume"
"4737587622","5","georgetown"
"4737587622","6","artopia"
"4737587622","7","artopia2010"
"4737588540","0","seattle"
"4737588540","1","washington"
"4737588540","2","store"
"4737588540","3","guitar"
"4737588540","4","georgetown"
"4737588540","5","instruments"
"4737588540","6","musicalinstruments"
"4737588540","7","georgetownmusicstore"
"6248606711","0","seattle"
"6248606711","1","save"
"6248606711","2","mls"
"6248606711","3","kaseykeller"
"6248606711","4","soundersfc"
"4736952721","0","seattle"
"4736952721","1","art"
"4736952721","2","painting"
"4736952721","3","washington"
"4736952721","4","georgetown"
"4736952721","5","artopia"
"4736952721","6","artopia2010"
"4736952721","7","themillerschoolofart"
"8230638081","0","square"
"8230638081","1","lofi"
"8230638081","2","squareformat"
"8230638081","3","iphoneography"
"8230638081","4","instagramapp"
"8230638081","5","uploaded:by=instagram"
"8230638081","6","foursquare:venue=4b7b1c04f964a520f2512fe3"
"4449582998","0","jasmine"
"4448794377","0","highlands"
"4448794377","1","biking"
"4449582720","0","jasmine"
"4737032929","0","artopia"
"4737031155","0","artopia"
"4737036653","0","artopia"
"4737038923","0","artopia"
"4737033751","0","artopia"
"4737668640","0","artopia"
"4737029739","0","artopia"
"6248196460","0","square"
"6248196460","1","squareformat"
"6248196460","2","earlybird"
"6248196460","3","iphoneography"
"6248196460","4","instagramapp"
"6248196460","5","uploaded:by=instagram"
"6248196460","6","foursquare:venue=4deac3771f6e3ddebdd5f3b6"
"4737026843","0","artopia"
"4737664078","0","artopia"
"4737674648","0","artopia"
"4737028629","0","artopia"
"4737026243","0","artopia"
"4737671232","0","artopia"
"8231774254","0","localrails"
"8230725153","0","localrails"
"4737672088","0","artopia"
"4737644776","0","gdzlla"
"8231771550","0","localrails"
"4736998597","0","marc"
"4736998597","1","cerise"
"4737623988","0","marc"
"4737623988","1","cerise"
"4448878649","0","reflection"
"4448878649","1","architecture"
"4448878649","2","clouds"
"4448878649","3","buildings"
"4448878649","4","mirror"
"4448878649","5","cumulus"
"4449657320","0","seattle"
"4449657320","1","smithtower"
"4448880045","0","seattle"
"4448880045","1","pikeplace"
"4448880045","2","publicmarket"
"8230684933","0","bus"
"8230684933","1","night"
"8230684933","2","waiting"
"8230684933","3","map"
"8230684933","4","realtime"
"8230684933","5","passengers"
"8230684933","6","sidewalk"
"8230684933","7","stop"
"8230684933","8","transit"
"8230684933","9","backlit"
"8230684933","10","information"
"8230684933","11","branding"
"8230684933","12","kingcountymetro"
"8230684933","13","newflyer"
"8230684933","14","kiddvalley"
"8230684933","15","rapidride"
"4448882805","0","seattle"
"4448882805","1","rain"
"4448882805","2","smithtower"
"4448880655","0","seattle"
"4448880655","1","espresso"
"4448883111","0","seattle"
"4448883111","1","brick"
"4448883111","2","rain"
"4448883111","3","graffiti"
"4449658292","0","seattle"
"4449658292","1","cityscape"
"4448882445","0","seattle"
"4448882445","1","cityscape"
"4448882445","2","pugetsound"
"4449656618","0","seattle"
"4449656618","1","pikeplace"
"4449656618","2","publicmarket"
"4448879017","0","memorial"
"4448879017","1","cemetary"
"4448879017","2","renton"
"4448879017","3","jimmyhendrix"
"5644514511","0","moblog"
"4449658502","0","seattle"
"4449658502","1","cityscape"
"4449658502","2","spaceneedle"
"4449658502","3","pugetsound"
"4737096629","0","bokeh"
"4737096629","1","sasha"
"4737096629","2","recovery"
"4737096629","3","easyrider"
"4737096629","4","redcanoe"
"4737096629","5","mercerslough"
"4737096629","6","580exii"
"4737096629","7","24105mmf14is"
"4449657732","0","seattle"
"4449657732","1","underground"
"4448880951","0","seattle"
"4448880951","1","underground"
"4449044165","0","cameraphone"
"6248219040","0","square"
"6248219040","1","toaster"
"6248219040","2","squareformat"
"6248219040","3","iphoneography"
"6248219040","4","instagramapp"
"6248219040","5","uploaded:by=instagram"
"6248219040","6","foursquare:venue=4deac3771f6e3ddebdd5f3b6"
"4737677850","0","artopia"
"4737039889","0","artopia"
"4737046877","0","artopia"
"5644586967","0","nikon"
"5644586967","1","365"
"5644586967","2","project365"
"5644586967","3","365project"
"5644586967","4","3652011edition"
"4737679160","0","artopia"
"4737044763","0","artopia"
"4737678578","0","artopia"
"5644587595","0","nikon"
"5644587595","1","365"
"5644587595","2","project365"
"5644587595","3","365project"
"5644587595","4","3652011edition"
"5644587281","0","nikon"
"5644587281","1","365"
"5644587281","2","project365"
"5644587281","3","365project"
"5644587281","4","3652011edition"
"4737046315","0","artopia"
"4737040601","0","artopia"
"5644585593","0","nikon"
"5644585593","1","365"
"5644585593","2","project365"
"5644585593","3","365project"
"5644585593","4","3652011edition"
"4737684158","0","artopia"
"5644585781","0","nikon"
"5644585781","1","365"
"5644585781","2","project365"
"5644585781","3","365project"
"5644585781","4","3652011edition"
"4449787544","0","home"
"4449787544","1","kellianne"
"4449787544","2","836pm"
"5645149892","0","nikon"
"5645149892","1","365"
"5645149892","2","project365"
"5645149892","3","365project"
"5645149892","4","3652011edition"
"5644586191","0","nikon"
"5644586191","1","365"
"5644586191","2","project365"
"5644586191","3","365project"
"5644586191","4","3652011edition"
"4737682100","0","artopia"
"4737680200","0","artopia"
"5645150434","0","nikon"
"5645150434","1","365"
"5645150434","2","project365"
"5645150434","3","365project"
"5645150434","4","3652011edition"
"4737785394","0","seattle"
"4737785394","1","georgetown"
"4737785394","2","artopia"
"4737785394","3","captaindrift"
"4737785394","4","artopia2010"
"4737156103","0","seattle"
"4737156103","1","georgetown"
"4737156103","2","artopia"
"4737156103","3","artopia2010"
"4737141905","0","light"
"4737141905","1","brick"
"4737141905","2","wall"
"4737141905","3","iron"
"4737141905","4","purple"
"4737141905","5","wa"
"4737141905","6","latern"
"4737141905","7","kennewick"
"5645149604","0","nikon"
"5645149604","1","365"
"5645149604","2","project365"
"5645149604","3","365project"
"5645149604","4","3652011edition"
"4737151721","0","seattle"
"4737151721","1","georgetown"
"4737151721","2","artopia"
"4737151721","3","artopia2010"
"4737148275","0","836pm"
"5645151906","0","nikon"
"5645151906","1","365"
"5645151906","2","project365"
"5645151906","3","365project"
"5645151906","4","3652011edition"
"5645129612","0","seattle"
"5645129612","1","pikeplacemarket"
"5645129612","2","washingtonstate"
"5645129612","3","natureconservancy"
"5645129612","4","beautifulday"
"5645129612","5","homeplanet"
"5645129612","6","msh0411"
"5645129612","7","msh04111"
"5645129612","8","picnicfortheplanet"
"5645129612","9","theearthball"
"5645129612","10","realityglobe"
"5645129612","11","thesuncametoo"
"8230796437","0","836pm"
"8231857850","0","square"
"8231857850","1","squareformat"
"8231857850","2","sutro"
"8231857850","3","iphoneography"
"8231857850","4","instagramapp"
"8231857850","5","uploaded:by=instagram"
"8231857850","6","foursquare:venue=4b2ec4d1f964a52060e624e3"
"4737743648","0","seattle"
"4737743648","1","pink"
"4737743648","2","people"
"4737743648","3","flower"
"4737743648","4","tree"
"4737743648","5","cherry"
"4737743648","6","washington"
"4737743648","7","blossom"
"4737743648","8","桜"
"4737743648","9","sakura"
"4737743648","10","plantae"
"4737743648","11","quadrangle"
"4737743648","12","universityofwashington"
"4737743648","13","prunus"
"4737743648","14","rosales"
"4737743648","15","rosaceae"
"4737743648","16","seawt10"
"4737108113","0","seattle"
"4737108113","1","pink"
"4737108113","2","people"
"4737108113","3","flower"
"4737108113","4","tree"
"4737108113","5","cherry"
"4737108113","6","washington"
"4737108113","7","blossom"
"4737108113","8","桜"
"4737108113","9","sakura"
"4737108113","10","plantae"
"4737108113","11","quadrangle"
"4737108113","12","universityofwashington"
"4737108113","13","prunus"
"4737108113","14","rosales"
"4737108113","15","rosaceae"
"4737108113","16","seawt10"
"4737109427","0","seattle"
"4737109427","1","pink"
"4737109427","2","people"
"4737109427","3","flower"
"4737109427","4","tree"
"4737109427","5","cherry"
"4737109427","6","washington"
"4737109427","7","blossom"
"4737109427","8","桜"
"4737109427","9","sakura"
"4737109427","10","plantae"
"4737109427","11","quadrangle"
"4737109427","12","universityofwashington"
"4737109427","13","prunus"
"4737109427","14","rosales"
"4737109427","15","rosaceae"
"4737109427","16","seawt10"
"4737106569","0","seattle"
"4737106569","1","pink"
"4737106569","2","people"
"4737106569","3","flower"
"4737106569","4","tree"
"4737106569","5","cherry"
"4737106569","6","washington"
"4737106569","7","blossom"
"4737106569","8","桜"
"4737106569","9","sakura"
"4737106569","10","plantae"
"4737106569","11","quadrangle"
"4737106569","12","universityofwashington"
"4737106569","13","prunus"
"4737106569","14","rosales"
"4737106569","15","rosaceae"
"4737106569","16","jbrew"
"4737106569","17","seawt10"
"4737744070","0","seattle"
"4737744070","1","pink"
"4737744070","2","people"
"4737744070","3","flower"
"4737744070","4","tree"
"4737744070","5","cherry"
"4737744070","6","washington"
"4737744070","7","blossom"
"4737744070","8","桜"
"4737744070","9","sakura"
"4737744070","10","plantae"
"4737744070","11","quadrangle"
"4737744070","12","universityofwashington"
"4737744070","13","prunus"
"4737744070","14","rosales"
"4737744070","15","rosaceae"
"4737744070","16","seawt10"
"4737745296","0","seattle"
"4737745296","1","people"
"4737745296","2","tree"
"4737745296","3","washington"
"4737745296","4","student"
"4737745296","5","study"
"4737745296","6","plantae"
"4737745296","7","cupressaceae"
"4737745296","8","quadrangle"
"4737745296","9","universityofwashington"
"4737745296","10","sequoia"
"4737745296","11","sequoiasempervirens"
"4737745296","12","pinales"
"4737745296","13","seawt10"
"4449201347","0","seattle"
"4449201347","1","washington"
"4449201347","2","unitedstates"
"4737109009","0","seattle"
"4737109009","1","pink"
"4737109009","2","people"
"4737109009","3","flower"
"4737109009","4","tree"
"4737109009","5","cherry"
"4737109009","6","washington"
"4737109009","7","blossom"
"4737109009","8","桜"
"4737109009","9","sakura"
"4737109009","10","plantae"
"4737109009","11","quadrangle"
"4737109009","12","universityofwashington"
"4737109009","13","prunus"
"4737109009","14","rosales"
"4737109009","15","rosaceae"
"4737109009","16","seawt10"
"4737105557","0","seattle"
"4737105557","1","pink"
"4737105557","2","people"
"4737105557","3","flower"
"4737105557","4","tree"
"4737105557","5","cherry"
"4737105557","6","washington"
"4737105557","7","blossom"
"4737105557","8","桜"
"4737105557","9","sakura"
"4737105557","10","plantae"
"4737105557","11","quadrangle"
"4737105557","12","universityofwashington"
"4737105557","13","prunus"
"4737105557","14","rosales"
"4737105557","15","rosaceae"
"4737105557","16","seawt10"
"4449976650","0","seattle"
"4449976650","1","washington"
"4449976650","2","unitedstates"
"4737742848","0","seattle"
"4737742848","1","camera"
"4737742848","2","pink"
"4737742848","3","people"
"4737742848","4","flower"
"4737742848","5","tree"
"4737742848","6","cherry"
"4737742848","7","photography"
"4737742848","8","washington"
"4737742848","9","blossom"
"4737742848","10","桜"
"4737742848","11","sakura"
"4737742848","12","plantae"
"4737742848","13","quadrangle"
"4737742848","14","universityofwashington"
"4737742848","15","prunus"
"4737742848","16","rosales"
"4737742848","17","rosaceae"
"4737742848","18","seawt10"
"8231853166","0","home"
"8231853166","1","moblog"
"8231853166","2","iphone"
"8231853166","3","836pm"
"8231853166","4","uploaded:by=instagram"
"8231853166","5","foursquare:venue=509db37ce4b064259260db57"
"4737201583","0","seattle"
"4737201583","1","georgetown"
"4737201583","2","greatgatsby"
"4737201583","3","artopia"
"4737201583","4","artopia2010"
"4737835890","0","seattle"
"4737835890","1","bubbles"
"4737835890","2","georgetown"
"4737835890","3","artopia"
"4737835890","4","pompas"
"4737835890","5","pinksnowflakes"
"4737835890","6","artopia2010"
"4449955380","0","juliana"
"4449955380","1","soundtransit"
"4449955380","2","tawnya"
"4449955380","3","fotofriday"
"4449955380","4","centrallinklightrail"
"4449955574","0","seattle"
"4449955574","1","usa"
"4449955574","2","architecture"
"4449955574","3","ir"
"4449955574","4","washington"
"4449955574","5","spring"
"4449955574","6","unitedstates"
"4449955574","7","markets"
"4449955574","8","infrared"
"4449955574","9","wa"
"4449955574","10","pikeplacemarket"
"4449955574","11","pikeplacemarketseattle"
"4449952982","0","seattle"
"4449952982","1","chinatown"
"4449952982","2","uwajimaya"
"4449952982","3","internationaldistrict"
"4449952982","4","kinokuniyabookstore"
"4449952982","5","cockblocker"
"4449952982","6","fotofriday"
"4449952982","7","winestopper"
"4449952286","0","seattle"
"4449952286","1","chinatown"
"4449952286","2","uwajimaya"
"4449952286","3","internationaldistrict"
"4449952286","4","kinokuniyabookstore"
"4449952286","5","blindside"
"4449952286","6","fotofriday"
"4449951842","0","seattle"
"4449951842","1","chinatown"
"4449951842","2","uwajimaya"
"4449951842","3","internationaldistrict"
"4449951842","4","fotofriday"
"4449181879","0","seattle"
"4449181879","1","westlakecenter"
"4449181879","2","fotofriday"
"4449182355","0","seattle"
"4449182355","1","street"
"4449182355","2","fotofriday"
"4449955546","0","seattle"
"4449955546","1","usa"
"4449955546","2","architecture"
"4449955546","3","ir"
"4449955546","4","washington"
"4449955546","5","spring"
"4449955546","6","unitedstates"
"4449955546","7","markets"
"4449955546","8","infrared"
"4449955546","9","wa"
"4449955546","10","pikeplacemarket"
"4449955546","11","pikeplacemarketseattle"
"4449955298","0","seattle"
"4449955298","1","usa"
"4449955298","2","architecture"
"4449955298","3","ir"
"4449955298","4","washington"
"4449955298","5","spring"
"4449955298","6","unitedstates"
"4449955298","7","markets"
"4449955298","8","infrared"
"4449955298","9","wa"
"4449955298","10","pikeplacemarket"
"4449955298","11","pikeplacemarketseattle"
"4449949580","0","internationaldistrict"
"4449949580","1","chinatown"
"4449949580","2","seattle"
"4449949580","3","foodcourt"
"4449949580","4","uwajimaya"
"4449949580","5","village"
"4449949580","6","fotofriday"
"4449180587","0","seattle"
"4449180587","1","usa"
"4449180587","2","ice"
"4449180587","3","architecture"
"4449180587","4","ir"
"4449180587","5","washington"
"4449180587","6","spring"
"4449180587","7","unitedstates"
"4449180587","8","markets"
"4449180587","9","infrared"
"4449180587","10","wa"
"4449180587","11","pikeplacemarket"
"4449180587","12","pikeplacemarketseattle"
"4449955108","0","seattle"
"4449955108","1","usa"
"4449955108","2","architecture"
"4449955108","3","ir"
"4449955108","4","washington"
"4449955108","5","spring"
"4449955108","6","unitedstates"
"4449955108","7","markets"
"4449955108","8","infrared"
"4449955108","9","wa"
"4449955108","10","pikeplacemarket"
"4449955108","11","pikeplacemarketseattle"
"4449183903","0","seattle"
"4449183903","1","mall"
"4449183903","2","pacificplace"
"4449183903","3","fotofriday"
"4449183903","4","amctheatres"
"4449949318","0","seattle"
"4449949318","1","food"
"4449949318","2","chinatown"
"4449949318","3","ramen"
"4449949318","4","internationaldistrict"
"4449949318","5","tonkotsu"
"4449949318","6","fotofriday"
"4449949318","7","uwajimayavillage"
"4449949318","8","samurainoodle"
"4449955256","0","seattle"
"4449955256","1","usa"
"4449955256","2","architecture"
"4449955256","3","ir"
"4449955256","4","washington"
"4449955256","5","spring"
"4449955256","6","unitedstates"
"4449955256","7","markets"
"4449955256","8","infrared"
"4449955256","9","wa"
"4449955256","10","pikeplacemarket"
"4449955256","11","pikeplacemarketseattle"
"4449180523","0","seattle"
